Matrix,Analyte,Conc Range,Method,Unit,Type,Source,Mean,Mean_gg,sd,sd_gg,log_mean,log_sd,H_sd,log_H_sd
PET_FOOD,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,2589.08,0.00259,27.536,2.75E-06,-2.58685453,-5.560099147,126.9217,2.10353587
MISC_FOOD,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,2599.67,0.0026,39.255,3.93E-06,-2.585081778,-5.406105018,127.3626,2.105041796
MISC_FOOD,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,2640.33,0.00264,81.326,8.13E-06,-2.57834179,-5.089770588,129.0528,2.110767315
PDR_MILK,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,2642.2,0.00264,124.746,1.25E-05,-2.578034312,-4.903973371,129.1304,2.111028513
PDR_MILK,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,2672.07,0.00267,41.578,4.16E-06,-2.573152169,-5.381136405,130.3694,2.11517582
SOUPS,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,2764.49,0.00276,23.218,2.32E-06,-2.558384977,-5.634175193,134.1901,2.127720328
CHEESE,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,2770.9,0.00277,51.218,5.12E-06,-2.557379147,-5.290577384,134.4543,2.128574765
SRM Matrix,Whey Protein Nitrogen,,WHPN01,MG_P_KG,Interim Precision,SRM20J,2876.32,0.00288,79.499,7.95E-06,-2.541162799,-5.099638334,138.7875,2.14235031
CHEESE,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,2899.3,0.0029,87.72,0.000008772,-2.537706844,-5.056901377,139.7289,2.145286091
PDR_FCMP,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,2920.96,0.00292,24.294,2.43E-06,-2.53447439,-5.614500973,140.6151,2.148032013
PDR_WHEY,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,2954.56,0.00295,135.09,0.000013509,-2.529507186,-4.869376798,141.9880,2.152251578
CHEMICAL,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,2958.32,0.00296,16.631,1.66E-06,-2.52895485,-5.779081636,142.1415,2.152720779
MISC_FOOD,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,3017.67,0.00302,56.538,5.65E-06,-2.520328255,-5.247659558,144.5603,2.160048943
PDR_SMP,Whey Protein Nitrogen,,WHPN01,MG_P_KG,Repeatability,Duplicates,3066.63,0.00307,26.003,2.60E-06,-2.51333862,-5.584976544,146.5502,2.165986533
PET_FOOD,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,3112.14,0.00311,29.628,2.96E-06,-2.506940874,-5.528297664,148.3957,2.171421321
MISC_DAIRY,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,3163,0.00316,38.694,3.87E-06,-2.499900808,-5.412356373,150.4533,2.177401752
PDR_WHEY,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,3174.49,0.00317,147.394,1.47E-05,-2.498326037,-4.831520195,150.9175,2.178739497
PDR_SMP,Whey Protein Nitrogen,,WHPN01,MG_P_KG,Interim Precision,Replicates,3386.17,0.00339,14.203,1.42E-06,-2.470291242,-5.847619913,159.4243,2.202554634
ENVIRONMNT,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,3512.22,0.00351,113.069,1.13E-05,-2.454418288,-4.946656449,164.4517,2.216038471
SRM Matrix,Phosphorus,,MICP01,MG_P_KG,Interim Precision,SRM75F_MW,3546.68,0.00355,67.116,6.71E-06,-2.450177994,-5.173173935,165.8214,2.219640537
PDR_INFANT,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,3576.39,0.00358,23.089,2.31E-06,-2.446555128,-5.636594876,167.0006,2.222718107
SRM Matrix,Phosphorus,,MICP01,MG_P_KG,Interim Precision,SRM75F_CL,3594.47,0.00359,102.194,1.02E-05,-2.444365137,-4.990574602,167.7175,2.224578472
SRM Matrix,Phosphorus,,MICP01,MG_P_KG,Interim Precision,IRM001A_MW,3670.6,0.00367,106.145,1.06E-05,-2.43526294,-4.974100459,170.7303,2.232310652
SRM Matrix,Phosphorus,,MICP01,MG_P_KG,Interim Precision,IRM001A_CL,3742.76,0.00374,116.182,1.16E-05,-2.426808021,-4.934861152,173.5773,2.239492979
PDR_SMP,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,3776.48,0.00378,49.92,0.000004992,-2.422912811,-5.301725423,174.9049,2.242801901
PDR_MPC,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,3800.92,0.0038,40.598,4.06E-06,-2.420111271,-5.391495361,175.8660,2.245181767
PDR_SMP,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,3805.57,0.00381,160.929,1.61E-05,-2.419580285,-4.793365687,176.0487,2.245632832
PDR_BLEND,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,3899.03,0.0039,21.973,2.20E-06,-2.409043423,-5.658110644,179.7148,2.254583738
MEAT_PROD,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,3954.02,0.00395,36.165,3.62E-06,-2.402961138,-5.441711531,181.8656,2.259750548
CEREAL_PRD,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,4013.13,0.00401,147.341,1.47E-05,-2.396516772,-4.831676387,184.1726,2.265224941
PDR_MPC,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,4060.71,0.00406,83.185,8.32E-06,-2.391398025,-5.079954979,186.0258,2.269573239
ENVIRONMNT,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,4079.43,0.00408,21.293,2.13E-06,-2.389400515,-5.671763146,186.7541,2.271270094
PDR_INFANT,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,4156.61,0.00416,169.221,1.69E-05,-2.381260722,-4.771545743,189.7513,2.278184726
BUTTER,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,4170.95,0.00417,99.129,9.91E-06,-2.379765016,-5.003799275,190.3072,2.279455306
YOGHURT,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,4175.65,0.00418,24.052,2.41E-06,-2.379275911,-5.618848805,190.4894,2.279870793
MISC_FOOD,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,4180.82,0.00418,146.481,1.46E-05,-2.37873853,-4.834218704,190.6897,2.28032729
PASTA,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,4336.88,0.00434,16.123,1.61E-06,-2.362822594,-5.792554146,196.7196,2.293847639
PDR_MINERL,Magnesium,,MICP01,MG_P_KG,Interim Precision,Replicates,4468.27,0.00447,163.005,1.63E-05,-2.349860592,-4.787799074,201.7710,2.304858666
PDR_MINERL,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,4553.45,0.00455,137.19,0.000013719,-2.341659428,-4.862677544,205.0338,2.311825431
CHEESE,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,4629.77,0.00463,130.752,1.31E-05,-2.334440584,-4.883551659,207.9494,2.317957731
MISC_PROD,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,4851.898727,0.00485,69.722,6.97E-06,-2.314088273,-5.156630163,216.3947,2.335246714
PDR_MINERL,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,4860.42,0.00486,100.408,1.00E-05,-2.313326201,-4.998231683,216.7176,2.335894083
MEAT_BONE,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,4877.4,0.00488,33.047,3.30E-06,-2.311811626,-5.48086796,217.3605,2.337180691
ENVIRONMNT,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,4946.38,0.00495,20.824,2.08E-06,-2.305712523,-5.681435845,219.9692,2.342361788
SAUCES,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,4947.82,0.00495,44.308,4.43E-06,-2.305586108,-5.353517853,220.0236,2.342469176
PET_FOOD,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,5006.47,0.00501,155.142,1.55E-05,-2.300468382,-4.809270614,222.2371,2.346816607
ENVIRONMNT,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,5044.36,0.00504,131.639,1.32E-05,-2.297193927,-4.880615425,223.6651,2.349598208
MEAT_BONE,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,5044.78,0.00504,111.471,1.11E-05,-2.297157768,-4.952838103,223.6809,2.349628924
MEAT_BONE,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,5066.23,0.00507,63.343,6.33E-06,-2.295315098,-5.198301372,224.4886,2.351194245
CHEESE,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,5207.67,0.00521,73.082,7.31E-06,-2.283356544,-5.136189576,229.8015,2.361352857
PET_FOOD,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,5229.1,0.00523,170.125,1.70E-05,-2.281573053,-4.769231862,230.6046,2.362867906
SRM Matrix,Calcium,,MICP01,MG_P_KG,Interim Precision,IRM001A_MW,5289.53,0.00529,142.208,1.42E-05,-2.276582915,-4.847075971,232.8665,2.367106953
SRM Matrix,Calcium,,MICP01,MG_P_KG,Interim Precision,SRM75F_MW,5350.8,0.00535,85.556,8.56E-06,-2.271581282,-5.067749528,235.1558,2.371355766
PET_FOOD,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,5356.93,0.00536,259.036,2.59E-05,-2.271084029,-4.586639875,235.3847,2.371778175
PDR_MINERL,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,5365.92,0.00537,72.167,7.22E-06,-2.270355806,-5.141661348,235.7202,2.372396788
SRM Matrix,Calcium,,MICP01,MG_P_KG,Interim Precision,IRM001A_CL,5395.06,0.0054,165.045,1.65E-05,-2.268003721,-4.782397628,236.8072,2.37439485
MEAT_BONE,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,5399.63,0.0054,71.456,7.15E-06,-2.267635998,-5.145961299,236.9776,2.374707225
PDR_WPC,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,5410.12,0.00541,78.523,7.85E-06,-2.266793102,-5.105003116,237.3686,2.375423253
SRM Matrix,Calcium,,MICP01,MG_P_KG,Interim Precision,SRM75F_CL,5423.64,0.00542,145.7,0.00001457,-2.265709145,-4.836540448,237.8724,2.376344058
PDR_WPC,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,5428.53,0.00543,200.015,2.00E-05,-2.265317758,-4.698937433,238.0546,2.376676535
MEAT_BONE,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,5445.46,0.00545,65.51,0.000006551,-2.263965428,-5.183692401,238.6851,2.377825319
MEAT_PROD,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,5475.66,0.00548,39.805,3.98E-06,-2.261563526,-5.400062372,239.8091,2.379865699
PDR_MISC,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,5564.33,0.00556,28.357,2.84E-06,-2.254587122,-5.547339717,243.1040,2.38579205
PDR_WPC,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,5591.4,0.00559,133.862,1.34E-05,-2.252479438,-4.873342691,244.1083,2.387582495
PDR_INFANT,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,5598.55,0.0056,36.39,0.000003639,-2.251924439,-5.439017944,244.3734,2.388053959
CHEESE,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,5637.75,0.00564,36.499,3.65E-06,-2.248894186,-5.437719034,245.8262,2.390628113
PDR_WPC,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,5692.59,0.00569,270.507,2.71E-05,-2.244690094,-4.567821492,247.8560,2.394199426
MEAT_BONE,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,5734.93,0.00573,146.968,1.47E-05,-2.241471879,-4.832777216,249.4211,2.396933252
PDR_WPC,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,5746.93,0.00575,149.423,1.49E-05,-2.240564093,-4.825582548,249.8644,2.397704403
PDR_WPC,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,5783.2,0.00578,47.356,4.74E-06,-2.237831788,-5.324624988,251.2034,2.400025454
MEAT_PROD,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,5795.87,0.0058,221.303,2.21E-05,-2.236881364,-4.655012699,251.6708,2.400832825
PET_FOOD,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,5917.25,0.00592,355.09,0.000035509,-2.227880082,-4.449661558,256.1411,2.40847928
CEREAL_PRD,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,5962.78,0.00596,35.832,3.58E-06,-2.224551214,-5.445728951,257.8144,2.411307103
MISC_DAIRY,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,6000.51,0.006,153.241,1.53E-05,-2.221811836,-4.814625023,259.1995,2.413634163
MISC_PDR,Nitrite,,NITR05,MG_P_KG,Repeatability,Duplicates,6071.43,0.00607,268.594,2.69E-05,-2.216709008,-4.570903693,261.7996,2.417968939
PDR_MILK,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,6118.43,0.00612,313.611,3.14E-05,-2.213360004,-4.503608713,263.5202,2.420813868
PDR_CHEESE,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,6194.91,0.00619,43.234,4.32E-06,-2.207964999,-5.364174582,266.3157,2.425396844
SAUCES,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,6270.49,0.00627,136.823,1.37E-05,-2.20269852,-4.863840891,269.0733,2.429870638
PDR_INFANT,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,6394.1,0.00639,172.697,1.73E-05,-2.194220576,-4.762715207,273.5726,2.437072525
HERB_SPICE,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,6470.79,0.00647,73.767,7.38E-06,-2.189042694,-5.132137878,276.3574,2.441471058
CHEMICAL,Zinc,,MICP06,MG_P_KG,Repeatability,Duplicates,6532.53,0.00653,28.652,2.87E-06,-2.184918587,-5.542845058,278.5957,2.444974425
ENVIRONMNT,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,6543.04,0.00654,172.629,1.73E-05,-2.184220425,-4.762886245,278.9764,2.445567503
FISH,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,6660.37,0.00666,378.703,3.79E-05,-2.176501644,-4.421701254,283.2204,2.452124492
CHEMICAL,Zinc,,MICP06,MG_P_KG,Interim Precision,Replicates,6808.67,0.00681,36.695,3.67E-06,-2.166937715,-5.435393108,288.5685,2.460248907
SRM Matrix,Potassium,,MICP01,MG_P_KG,Interim Precision,IRM001A_MW,6981.34,0.00698,370.954,3.71E-05,-2.156061211,-4.430679942,294.7734,2.469488333
MEAT_BONE,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,7065.97,0.00707,270.536,2.71E-05,-2.150828211,-4.567774936,297.8062,2.473933688
SRM Matrix,Potassium,,MICP01,MG_P_KG,Interim Precision,IRM001A_CL,7119.58,0.00712,369.299,3.69E-05,-2.147545626,-4.432621868,299.7245,2.476722195
SRM Matrix,Potassium,,MICP01,MG_P_KG,Interim Precision,SRM75F_MW,7207.76,0.00721,454.002,4.54E-05,-2.142199683,-4.342942234,302.8750,2.481263494
PDR_INFANT,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,7233.22,0.00723,88.947,8.89E-06,-2.140668326,-5.050868695,303.7836,2.482564359
CHEESE,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,7323.82,0.00732,133.649,1.34E-05,-2.135262338,-4.874034286,307.0129,2.487156664
SRM Matrix,Potassium,,MICP01,MG_P_KG,Interim Precision,SRM75F_CL,7360.67,0.00736,334.055,3.34E-05,-2.133082653,-4.476182024,308.3247,2.489008274
MISC_PDR,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,7398.12,0.0074,105.96,0.000010596,-2.130878629,-4.97485805,309.6568,2.490880559
MEAT_BONE,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,7410.82,0.00741,261.393,2.61E-05,-2.130133735,-4.582706047,310.1083,2.491513335
PDR_FCMP,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,7483.37,0.00748,58.761,5.88E-06,-2.125902781,-5.230910822,312.6853,2.495107467
MISC_FOOD,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,7594.55,0.00759,127.359,1.27E-05,-2.119497954,-4.89497036,316.6272,2.500548271
PDR_CHEESE,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,7716.82,0.00772,53.514,5.35E-06,-2.11256163,-5.271532586,320.9524,2.506440575
PDR_MISC,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,7820.86,0.00782,18.465,1.85E-06,-2.106745488,-5.733650688,324.6245,2.5113813
CHEESE,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,7846.41,0.00785,328.993,3.29E-05,-2.105329002,-4.482813342,325.5252,2.512584584
CASEINATE,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,7873.15,0.00787,93.769,9.38E-06,-2.103851474,-5.027940716,326.4673,2.513839721
MISC_PROD,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,7992.59,0.00799,101.412,1.01E-05,-2.097312465,-4.993910652,330.6698,2.519394512
PDR_INFANT,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,8210.96,0.00821,312.722,3.13E-05,-2.085606064,-4.504841565,338.3288,2.529338924
MISC_PROD,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,8371.13,0.00837,65.347,6.53E-06,-2.077215914,-5.184774346,343.9270,2.536466231
PDR_MILK,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,8447.23,0.00845,434.755,4.35E-05,-2.073285681,-4.361755415,346.5811,2.539804905
MISC_DAIRY,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,8456.57,0.00846,331.487,3.31E-05,-2.072805752,-4.479533499,346.9066,2.540212597
MISC_DAIRY,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,8484.54,0.00848,29.833,2.98E-06,-2.071371699,-5.525303072,347.8811,2.541430804
PDR_MISC,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,8676.89,0.00868,139.009,1.39E-05,-2.061635908,-4.856957081,354.5694,2.549701212
PDR_CHEESE,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,9287.65,0.00929,63.697,6.37E-06,-2.032094159,-5.195881022,375.6613,2.574796485
PDR_FCMP,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,9433.31,0.00943,91.282,9.13E-06,-2.025335893,-5.039614853,380.6603,2.58053753
PDR_BLEND,Magnesium,,MICP01,MG_P_KG,Repeatability,Duplicates,9444.09,0.00944,57.634,5.76E-06,-2.024839883,-5.239321238,381.0297,2.580958883
PDR_MILK,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,9582.02,0.00958,78.045,7.80E-06,-2.018542927,-5.107654915,385.7519,2.586308053
PDR_MILK,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,9841.07,0.00984,91.766,9.18E-06,-2.006957679,-5.037318198,394.5932,2.596149547
PDR_SMP,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,9879.895941,0.00988,344.983,3.45E-05,-2.00524763,-4.462202305,395.9152,2.597602209
MISC_DAIRY,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,9887.97,0.00989,303.587,3.04E-05,-2.00489286,-4.517716829,396.1901,2.59790358
VIT_PREMIX,Zinc,,MICP06,MG_P_KG,Repeatability,Duplicates,9921.32,0.00992,169.945,1.70E-05,-2.003430543,-4.769691608,397.3249,2.599145797
VIT_PREMIX,Zinc,,MICP06,MG_P_KG,Repeatability,Duplicates,9945.29,0.00995,169.945,1.70E-05,-2.002382549,-4.769691608,398.1402,2.600036052
PDR_SMP,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,9955.38,0.00996,111.477,1.11E-05,-2.001942158,-4.952814727,398.4833,2.600410157
FISH,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,10410.67,0.01041,493.842,4.94E-05,-1.98252132,-4.306411977,413.9119,2.616907868
MISC_DAIRY,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,10471.4,0.01047,146.716,1.47E-05,-1.97999525,-4.833522522,415.9621,2.619053726
MISC_DAIRY,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,10719.7,0.01072,61.062,6.11E-06,-1.969817369,-5.214228975,424.3260,2.627699684
PDR_MINERL,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,10854.62,0.01085,227.772,2.28E-05,-1.964385376,-4.642499665,428.8586,2.63231408
MEAT_PROD,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,11252.13,0.01125,366.172,3.66E-05,-1.948765259,-4.436314868,442.1638,2.645583135
PDR_SMP,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,12465.37,0.01247,149.802,1.50E-05,-1.904294826,-4.824482388,482.3476,2.683360101
PDR_MINERL,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,12557.18,0.01256,506.386,5.06E-05,-1.90110788,-4.29551831,485.3638,2.686067364
HERB_SPICE,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,12624.21,0.01262,190.72,0.000019072,-1.89879579,-4.719603762,487.5638,2.68803145
PDR_FCMP,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,12636.86,0.01264,151.677,1.52E-05,-1.898360826,-4.81908027,487.9788,2.688400945
PDR_SMP,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,12848.43,0.01285,516.888,5.17E-05,-1.891149937,-4.28660355,494.9103,2.694526487
PDR_MPC,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,14152.86,0.01415,102.097,1.02E-05,-1.849155789,-4.990987019,537.2790,2.730199886
PDR_MPC,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,14224.26,0.01422,244.66,0.000024466,-1.846970318,-4.611437029,539.5807,2.732056411
MIN_PREMIX,Copper,,MICP06,MG_P_KG,Repeatability,Duplicates,15033.26,0.01503,61.409,6.14E-06,-1.822946831,-5.211767975,565.5409,2.752464003
PDR_WHEY,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,15064.97,0.01506,577.627,5.78E-05,-1.822031729,-4.238352515,566.5541,2.753241369
PDR_WHEY,Sodium,,MICP01,MG_P_KG,Repeatability,Duplicates,15957.38,0.01596,606.539,6.07E-05,-1.797038413,-4.217141269,594.9395,2.774472816
PDR_WHEY,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,16154.15112,0.01615,647.229,6.47E-05,-1.791715859,-4.188942032,601.1658,2.778994246
PDR_WHEY,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,16290.78,0.01629,622.513,6.23E-05,-1.788058121,-4.205851575,605.4823,2.782101439
PDR_SMP,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,16811.41,0.01681,192.723,1.93E-05,-1.77439586,-4.715066453,621.8811,2.793707325
PDR_SMP,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,16976.74,0.01698,743.266,7.43E-05,-1.770145703,-4.128855733,627.0725,2.79731777
PDR_MILK,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,17085.9,0.01709,198.495,1.98E-05,-1.76736214,-4.702250428,630.4960,2.799682365
PDR_WPC,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,17529.41,0.01753,641.004,6.41E-05,-1.756232701,-4.19313926,644.3720,2.809136656
PDR_WHEY,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,17631.43,0.01763,667.419,6.67E-05,-1.753712463,-4.175601434,647.5563,2.81127756
PDR_WPC,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,17653.25,0.01765,189.57,0.000018957,-1.753175328,-4.72223039,648.2370,2.811733848
MIN_PREMIX,Zinc,,MICP06,MG_P_KG,Repeatability,Duplicates,17695.26,0.0177,144.261,1.44E-05,-1.752143052,-4.840851062,649.5473,2.812610752
PDR_WHEY,Sodium,,MICP01,MG_P_KG,Interim Precision,Replicates,18015.23,0.01802,680.702,6.81E-05,-1.744360189,-4.167042973,659.5112,2.819222177
MIN_PREMIX,Zinc,,MICP06,MG_P_KG,Interim Precision,Replicates,18925.86,0.01893,387.902,3.88E-05,-1.722944377,-4.411277981,687.7246,2.837414588
CHEMICAL,Iron,,MICP01,MG_P_KG,Repeatability,Duplicates,20719.64,0.02072,0.128,1.28E-08,-1.683617795,-7.89279003,742.7145,2.87082193
PDR_MPC,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,22213.04,0.02221,169.629,1.70E-05,-1.653392001,-4.770499898,787.9493,2.896498288
PDR_MPC,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,22514.69,0.02251,425.076,4.25E-05,-1.647534028,-4.371533415,797.0298,2.901474548
PDR_WHEY,Potassium,,MICP01,MG_P_KG,Repeatability,Duplicates,24597.57,0.0246,875.219,8.75E-05,-1.609107795,-4.057883263,859.2451,2.934117057
MIN_PREMIX,Zinc,,MICP06,MG_P_KG,Repeatability,Duplicates,24846.01,0.02485,161.195,1.61E-05,-1.604743344,-4.792648433,866.6118,2.937824592
PDR_WHEY,Potassium,,MICP01,MG_P_KG,Interim Precision,Replicates,27348.38,0.02735,965.613,9.66E-05,-1.563068394,-4.015196896,940.2143,2.973226837
MISC_PROD,Vitamin C,,VITC03,MG_P_KG,Interim Precision,Replicates,28858.46,0.02886,435.339,4.35E-05,-1.539726848,-4.361172425,984.1360,2.993055131
MISC_PROD,Vitamin C,,VITC03,MG_P_KG,Interim Precision,Replicates,32528.92,0.03253,481.132,4.81E-05,-1.487730356,-4.317735757,1089.4953,3.037225371
PDR_MILK,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,32584.22,0.03258,515.712,5.16E-05,-1.486992671,-4.287592763,1091.0685,3.037852024
PDR_BLEND,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,33701.11,0.0337,376.617,3.77E-05,-1.472355795,-4.42410008,1122.7572,3.05028583
MIN_PREMIX,Copper,,MICP06,MG_P_KG,Interim Precision,Replicates,39390.53,0.03939,635.949,6.36E-05,-1.404608176,-4.196577711,1281.8477,3.107836416
MISC_PDR,Vitamin C,,VITC03,MG_P_KG,Repeatability,Duplicates,39577.89,0.03958,126.912,1.27E-05,-1.402547363,-4.896497312,1287.0252,3.109587046
MISC_PDR,Vitamin C,,VITC03,MG_P_KG,Repeatability,Duplicates,39577.89,0.03958,126.912,1.27E-05,-1.402547363,-4.896497312,1287.0252,3.109587046
PDR_BLEND,Calcium,,MICP01,MG_P_KG,Repeatability,Duplicates,43538.79,0.04354,31.109,3.11E-06,-1.361123645,-5.507113949,1395.6479,3.144775873
PDR_MINERL,Phosphorus,,MICP01,MG_P_KG,Interim Precision,Replicates,54774.39,0.05477,1454.184,0.000145418,-1.26142245,-3.837380638,1696.1746,3.229470543
PDR_MINERL,Phosphorus,,MICP01,MG_P_KG,Repeatability,Duplicates,58559.34,0.05856,1888.753,0.000188875,-1.232403827,-3.723824833,1795.2355,3.254121428
PDR_MINERL,Calcium,,MICP01,MG_P_KG,Interim Precision,Replicates,97061,0.09706,1846.954,0.000184695,-1.012955239,-3.733543921,2757.6536,3.440539713
MIN_PREMIX,Iron,,MICP06,MG_P_KG,Interim Precision,Replicates,99094.2,0.09909,1799.473,0.000179947,-1.003951764,-3.744854665,2806.6485,3.448188029
